frame,category,score,speed(ms),fps
76,merchant,0.6656336784362793,154.8,6.5
77,,,,
78,warship,0.5331012010574341,151.2,6.6
79,fishing,0.7503405809402466,139.7,7.2
80,merchant,0.5255546569824219,152.8,6.5
81,merchant,0.5974301695823669,151.9,6.6
82,,,,
83,warship,0.5906222462654114,151.2,6.6
84,warship,0.9632070660591125,143.4,7.0
85,fishing,0.5384723544120789,147.1,6.8
86,warship,0.6029545068740845,147.4,6.8
87,warship,0.6162338852882385,155.3,6.4
88,fishing,0.9531813859939575,138.6,7.2
89,fishing,0.7456664443016052,148.7,6.7
90,fishing,0.717475175857544,146.6,6.8
91,warship,0.790615439414978,148.5,6.7
92,warship,0.6663775444030762,158.2,6.3
93,merchant,0.608394980430603,126.6,7.9
94,warship,0.5781686902046204,149.9,6.7
95,fishing,0.8317496180534363,140.9,7.1
96,fishing,0.609479546546936,148.2,6.7
97,fishing,0.6061093807220459,141.8,7.1
98,fishing,0.8252517580986023,147.5,6.8
99,fishing,0.8330081105232239,144.4,6.9
100,fishing,0.7049059867858887,147.8,6.8
101,warship,0.6772772073745728,146.3,6.8
102,warship,0.926327645778656,155.7,6.4
103,fishing,0.7063450217247009,147.8,6.8
104,fishing,0.6851019859313965,151.3,6.6
105,fishing,0.758510172367096,150.8,6.6
106,fishing,0.5378308892250061,143.4,7.0
107,warship,0.6089773178100586,143.3,7.0
108,fishing,0.6655380725860596,147.9,6.8
109,fishing,0.8342044949531555,149.5,6.7
110,fishing,0.7920628786087036,150.0,6.7
111,warship,0.5681336522102356,155.4,6.4
112,warship,0.7710068225860596,142.4,7.0
113,fishing,0.5509587526321411,145.3,6.9
114,fishing,0.8235843181610107,149.2,6.7
115,fishing,0.9508654475212097,147.1,6.8
116,fishing,0.6216021776199341,146.7,6.8
117,fishing,0.9224293231964111,139.7,7.2
118,fishing,0.792366087436676,154.9,6.5
119,fishing,0.911113977432251,144.4,6.9
120,fishing,0.7089301347732544,148.3,6.7
121,fishing,0.8895273208618164,142.7,7.0
122,fishing,0.749589204788208,149.8,6.7
123,fishing,0.8871191143989563,143.8,7.0
124,fishing,0.9849891662597656,143.4,7.0
125,fishing,0.9219702482223511,147.6,6.8
126,fishing,0.9145864844322205,133.6,7.5
127,fishing,0.8771675229072571,144.4,6.9
128,fishing,0.9360494017601013,143.5,7.0
129,fishing,0.7906326651573181,144.4,6.9
130,fishing,0.8052639961242676,124.8,8.0
131,fishing,0.9359360933303833,144.0,6.9
132,fishing,0.8804627656936646,153.4,6.5
133,,,,
134,warship,0.768571674823761,166.7,6.0
135,fishing,0.8401040434837341,141.1,7.1
136,fishing,0.7913151979446411,151.3,6.6
137,fishing,0.8628975749015808,142.1,7.0
138,fishing,0.9395661354064941,148.7,6.7
139,fishing,0.9756160378456116,144.1,6.9
140,fishing,0.963345468044281,144.7,6.9
141,fishing,0.6747699975967407,155.5,6.4
142,warship,0.8277767896652222,156.8,6.4
143,warship,0.7590450644493103,139.7,7.2
144,fishing,0.7890291810035706,128.7,7.8
145,warship,0.9377448558807373,162.8,6.1
146,fishing,0.8963022828102112,119.9,8.3
147,fishing,0.7968400716781616,154.3,6.5
148,fishing,0.945099949836731,148.2,6.7
149,fishing,0.9525887370109558,147.4,6.8
150,warship,0.9210340976715088,146.1,6.8
151,warship,0.618588924407959,149.6,6.7
152,warship,0.5958975553512573,135.4,7.4
153,fishing,0.7159431576728821,134.0,7.5
154,fishing,0.8594704866409302,153.4,6.5
155,warship,0.89289790391922,147.3,6.8
156,fishing,0.6908424496650696,151.5,6.6
157,warship,0.7632007002830505,140.1,7.1
158,fishing,0.9737743139266968,139.0,7.2
159,fishing,0.9357532858848572,146.5,6.8
160,fishing,0.9299218058586121,150.8,6.6
161,fishing,0.8732848167419434,142.5,7.0
162,fishing,0.8014616370201111,159.5,6.3
163,warship,0.9738179445266724,142.9,7.0
164,warship,0.9907678961753845,151.9,6.6
165,warship,0.816102147102356,136.7,7.3
166,warship,0.6998128890991211,127.3,7.9
167,fishing,0.8954922556877136,149.0,6.7
168,warship,0.9560796022415161,148.1,6.8
169,warship,0.9838018417358398,153.2,6.5
170,warship,0.996119499206543,155.0,6.5
171,warship,0.9989540576934814,149.2,6.7
172,warship,0.9961230158805847,145.8,6.9
173,warship,0.9992349147796631,148.8,6.7
174,warship,0.990655243396759,151.4,6.6
175,warship,0.9975455403327942,147.0,6.8
176,warship,0.9988829493522644,150.1,6.7
177,warship,0.9862911105155945,129.4,7.7
178,warship,0.9931760430335999,155.8,6.4
179,warship,0.9534251093864441,145.5,6.9
180,warship,0.996882438659668,149.3,6.7
181,warship,0.9773245453834534,150.8,6.6
182,sailing,0.9109166860580444,157.2,6.4
183,warship,0.8835126161575317,125.7,8.0
184,warship,0.9866489768028259,164.5,6.1
185,warship,0.9487821459770203,143.3,7.0
186,sailing,0.8336702585220337,151.1,6.6
187,sailing,0.9568724632263184,149.2,6.7
188,sailing,0.9905942678451538,152.3,6.6
189,sailing,0.9724901914596558,154.7,6.5
190,sailing,0.9516128301620483,138.8,7.2
191,sailing,0.989674985408783,164.6,6.1
192,sailing,0.9533306360244751,147.4,6.8
193,tug,0.6556341648101807,149.4,6.7
194,,,,
195,,,,
196,tug,0.6887702345848083,175.9,5.7
197,,,,
198,,,,
199,,,,
200,warship,0.7174161076545715,162.4,6.2
201,tug,0.6590408086776733,142.4,7.0
202,tug,0.7299374938011169,147.6,6.8
203,tug,0.7579582333564758,152.7,6.5
204,warship,0.8284667730331421,153.4,6.5
205,warship,0.9461907148361206,163.0,6.1
206,warship,0.8726192712783813,155.6,6.4
207,warship,0.8906202912330627,144.8,6.9
208,warship,0.8105014562606812,148.7,6.7
209,warship,0.9029420614242554,137.7,7.3
210,warship,0.8756247758865356,125.6,8.0
211,tug,0.7434222102165222,149.4,6.7
212,warship,0.9597392678260803,147.5,6.8
213,warship,0.925997257232666,144.1,6.9
214,warship,0.9440618753433228,151.3,6.6
215,warship,0.6192094683647156,155.7,6.4
216,warship,0.7307342290878296,152.9,6.5
217,tug,0.6821271777153015,154.2,6.5
218,tug,0.611290693283081,151.9,6.6
219,warship,0.78385329246521,152.0,6.6
220,tug,0.6902943849563599,174.4,5.7
221,warship,0.779156506061554,152.1,6.6
222,fishing,0.9275563359260559,159.9,6.3
223,fishing,0.8492202758789062,155.1,6.4
224,fishing,0.8522451519966125,144.6,6.9
225,tug,0.758342981338501,156.1,6.4
226,fishing,0.9339770078659058,157.6,6.3
227,fishing,0.8945733308792114,152.2,6.6
228,fishing,0.8400028944015503,137.6,7.3
229,fishing,0.7340371012687683,183.5,5.4
230,fishing,0.6834514141082764,163.6,6.1
231,warship,0.7675129771232605,154.7,6.5
232,sailing,0.9290006160736084,145.1,6.9
233,tug,0.8708624839782715,160.4,6.2
234,tug,0.7794799208641052,149.8,6.7
235,tug,0.9154975414276123,155.6,6.4
236,warship,0.963739812374115,154.3,6.5
237,warship,0.9864916205406189,142.5,7.0
238,warship,0.946216881275177,163.8,6.1
239,warship,0.9980903267860413,146.4,6.8
240,warship,0.9853705167770386,148.3,6.7
241,warship,0.9953126907348633,141.5,7.1
242,warship,0.9983289837837219,151.6,6.6
243,warship,0.9809697866439819,148.6,6.7
244,warship,0.9843605160713196,152.0,6.6
245,warship,0.9866212606430054,148.4,6.7
246,warship,0.9989666938781738,142.5,7.0
247,warship,0.9455564618110657,158.0,6.3
248,warship,0.9691346883773804,154.7,6.5
249,warship,0.9469985365867615,151.7,6.6
250,warship,0.928909182548523,154.2,6.5
251,warship,0.9398566484451294,140.2,7.1
252,fishing,0.9352874159812927,148.1,6.8
253,tug,0.7970045208930969,157.4,6.4
254,warship,0.8940429091453552,162.1,6.2
255,warship,0.8798217177391052,150.3,6.7
256,warship,0.9432882070541382,160.7,6.2
257,fishing,0.750106692314148,150.2,6.7
258,warship,0.8880068063735962,141.1,7.1
259,fishing,0.8872341513633728,153.4,6.5
260,tug,0.844662606716156,127.4,7.8
261,fishing,0.8541225790977478,118.1,8.5
262,fishing,0.852767288684845,146.5,6.8
263,fishing,0.9371148347854614,150.2,6.7
264,fishing,0.9554791450500488,171.6,5.8
265,fishing,0.9319857358932495,153.2,6.5
266,fishing,0.9051949381828308,150.3,6.7
267,fishing,0.9317460060119629,146.1,6.8
268,fishing,0.9960110187530518,125.0,8.0
269,fishing,0.9703927636146545,150.5,6.6
270,fishing,0.9900059103965759,144.9,6.9
271,fishing,0.9565768837928772,141.2,7.1
272,fishing,0.9399460554122925,149.6,6.7
273,fishing,0.8456931710243225,158.7,6.3
274,fishing,0.9501045346260071,124.8,8.0
275,fishing,0.9816234111785889,153.5,6.5
276,fishing,0.993147075176239,154.5,6.5
277,fishing,0.9894774556159973,170.6,5.9
278,fishing,0.9944981932640076,154.7,6.5
279,fishing,0.9962109327316284,151.0,6.6
280,fishing,0.976862907409668,150.5,6.6
281,fishing,0.9948549270629883,146.6,6.8
282,fishing,0.993921160697937,141.5,7.1
283,fishing,0.9934276938438416,151.7,6.6
284,fishing,0.9957574009895325,153.3,6.5
285,fishing,0.9981564879417419,145.0,6.9
286,fishing,0.99210125207901,146.5,6.8
287,fishing,0.9968776702880859,145.4,6.9
288,fishing,0.9954071044921875,147.3,6.8
289,fishing,0.9925561547279358,150.9,6.6
290,fishing,0.9948716163635254,134.5,7.4
291,fishing,0.9937449097633362,144.0,6.9
292,fishing,0.9980828762054443,155.2,6.4
293,fishing,0.9928395748138428,151.8,6.6
294,fishing,0.9955797791481018,155.0,6.5
295,fishing,0.9795895218849182,152.4,6.6
296,fishing,0.9953274726867676,147.0,6.8
297,fishing,0.976753830909729,159.7,6.3
298,fishing,0.9581407904624939,147.6,6.8
299,fishing,0.9820955991744995,146.0,6.9
300,fishing,0.9861298203468323,142.0,7.0
301,fishing,0.963262140750885,154.8,6.5
302,fishing,0.9685501456260681,149.5,6.7
303,fishing,0.9797326326370239,150.4,6.6
304,fishing,0.976727306842804,159.1,6.3
305,tug,0.9805299043655396,151.9,6.6
306,fishing,0.9309520721435547,154.1,6.5
307,fishing,0.9610433578491211,152.7,6.6
308,fishing,0.9531210660934448,153.7,6.5
309,fishing,0.9702843427658081,149.4,6.7
310,fishing,0.9829329252243042,156.9,6.4
311,fishing,0.9808459877967834,143.9,6.9
312,fishing,0.9879173636436462,157.2,6.4
313,fishing,0.9731994867324829,126.7,7.9
314,fishing,0.9867138266563416,155.9,6.4
315,fishing,0.992617666721344,136.4,7.3
316,fishing,0.9940482378005981,159.5,6.3
317,fishing,0.9950767159461975,148.8,6.7
318,fishing,0.9889088273048401,148.7,6.7
319,fishing,0.9714853763580322,138.7,7.2
320,fishing,0.9930546879768372,156.8,6.4
321,fishing,0.9888268709182739,158.1,6.3
322,fishing,0.9916433095932007,151.2,6.6
323,fishing,0.9895341992378235,158.2,6.3
324,fishing,0.9932199716567993,148.0,6.8
325,fishing,0.9977982044219971,149.5,6.7
326,fishing,0.9810761213302612,126.5,7.9
327,fishing,0.9886397123336792,149.9,6.7
328,fishing,0.9989074468612671,151.7,6.6
329,fishing,0.9993996620178223,127.6,7.8
330,fishing,0.9955039620399475,156.0,6.4
331,fishing,0.9989449381828308,150.2,6.7
332,fishing,0.9975772500038147,151.8,6.6
333,fishing,0.9987801909446716,150.8,6.6
334,fishing,0.9989280104637146,153.8,6.5
335,fishing,0.9991914629936218,160.2,6.2
336,fishing,0.999402642250061,147.6,6.8
337,fishing,0.9997546076774597,151.5,6.6
338,fishing,0.995963454246521,142.9,7.0
339,fishing,0.9942303895950317,147.3,6.8
340,fishing,0.9989221096038818,153.6,6.5
341,fishing,0.9967999458312988,144.7,6.9
342,fishing,0.9966623783111572,157.8,6.3
343,fishing,0.9900882840156555,148.2,6.7
344,fishing,0.9998687505722046,157.6,6.3
345,fishing,0.9993792772293091,150.8,6.6
346,fishing,0.9976980090141296,150.9,6.6
347,fishing,0.9971753358840942,145.6,6.9
348,fishing,0.9928132891654968,158.6,6.3
349,fishing,0.9988375306129456,155.3,6.4
350,fishing,0.9964683055877686,145.8,6.9
351,fishing,0.9990713596343994,150.1,6.7
352,fishing,0.997738242149353,145.2,6.9
353,fishing,0.9941961765289307,156.9,6.4
354,fishing,0.9995457530021667,150.7,6.6
355,fishing,0.9996258020401001,157.6,6.3
356,fishing,0.9993165731430054,149.4,6.7
357,fishing,0.9993682503700256,146.0,6.9
358,fishing,0.9994053840637207,153.4,6.5
359,fishing,0.9984138011932373,161.4,6.2
360,fishing,0.9976457953453064,154.5,6.5
361,fishing,0.9951663017272949,152.7,6.5
362,fishing,0.9987428784370422,149.5,6.7
363,fishing,0.9966889023780823,150.5,6.6
364,fishing,0.9891786575317383,152.6,6.6
365,fishing,0.997666597366333,156.1,6.4
366,fishing,0.9991852641105652,142.9,7.0
367,fishing,0.999620795249939,156.1,6.4
368,fishing,0.9998049139976501,151.4,6.6
369,fishing,0.9991700649261475,153.4,6.5
370,fishing,0.9976328611373901,155.3,6.4
371,fishing,0.997911274433136,154.2,6.5
372,fishing,0.9997571110725403,162.5,6.2
373,fishing,0.9997361302375793,148.2,6.7
374,fishing,0.9992249011993408,144.3,6.9
375,fishing,0.9989175796508789,145.5,6.9
376,fishing,0.9993613362312317,161.2,6.2
377,fishing,0.9977387189865112,158.7,6.3
378,fishing,0.9992966651916504,149.2,6.7
379,fishing,0.9986769556999207,153.5,6.5
380,fishing,0.9981714487075806,153.0,6.5
381,fishing,0.9962581396102905,134.0,7.5
382,fishing,0.9960917830467224,151.2,6.6
383,fishing,0.99896240234375,159.8,6.3
384,fishing,0.9987039566040039,154.7,6.5
385,fishing,0.9984057545661926,156.1,6.4
386,fishing,0.9991636276245117,148.3,6.7
387,fishing,0.9983761310577393,148.1,6.8
388,fishing,0.9973289966583252,145.1,6.9
389,fishing,0.998602569103241,156.6,6.4
390,fishing,0.9944028258323669,163.6,6.1
391,fishing,0.9986157417297363,145.4,6.9
392,fishing,0.9987977743148804,151.5,6.6
393,fishing,0.9819076657295227,155.3,6.4
394,fishing,0.99847811460495,150.5,6.6
395,fishing,0.9946966171264648,140.0,7.1
396,fishing,0.9995922446250916,146.1,6.8
397,fishing,0.997600257396698,158.8,6.3
398,fishing,0.9984874725341797,165.9,6.0
399,fishing,0.9997509121894836,163.8,6.1
400,fishing,0.9994320273399353,151.9,6.6
401,fishing,0.998791515827179,135.5,7.4
402,fishing,0.9991012811660767,156.9,6.4
403,fishing,0.9998865127563477,119.7,8.4
404,fishing,0.9981145858764648,147.2,6.8
405,fishing,0.9998030066490173,157.6,6.3
406,fishing,0.9984184503555298,143.8,7.0
407,fishing,0.9986345171928406,158.4,6.3
408,fishing,0.9986079335212708,156.0,6.4
409,fishing,0.9993240833282471,154.8,6.5
410,fishing,0.9984111785888672,136.6,7.3
411,fishing,0.9997428059577942,122.6,8.2
412,fishing,0.9989792108535767,151.4,6.6
413,fishing,0.9993946552276611,150.8,6.6
414,fishing,0.9991558790206909,155.7,6.4
415,fishing,0.9956409931182861,145.0,6.9
416,fishing,0.99578458070755,158.9,6.3
417,fishing,0.9948980212211609,126.1,7.9
418,fishing,0.9923945665359497,155.1,6.4
419,fishing,0.9896635413169861,147.3,6.8
420,fishing,0.9871410131454468,149.7,6.7
421,fishing,0.9923190474510193,154.0,6.5
422,fishing,0.9983776807785034,146.7,6.8
423,fishing,0.9981721639633179,159.8,6.3
424,fishing,0.9948008060455322,134.7,7.4
425,fishing,0.9807143807411194,155.6,6.4
426,fishing,0.9895482063293457,163.6,6.1
427,fishing,0.9409968852996826,149.2,6.7
428,fishing,0.8958573937416077,149.8,6.7
429,fishing,0.9821845293045044,150.7,6.6
430,fishing,0.9932819604873657,158.7,6.3
431,fishing,0.9180625081062317,146.1,6.8
432,fishing,0.9738973379135132,145.3,6.9
433,fishing,0.9784932732582092,154.5,6.5
434,fishing,0.9965527057647705,158.6,6.3
435,fishing,0.9995977282524109,161.2,6.2
436,fishing,0.9963633418083191,122.3,8.2
437,fishing,0.9974378347396851,144.6,6.9
438,fishing,0.996708869934082,145.6,6.9
439,fishing,0.9973342418670654,157.2,6.4
440,fishing,0.9911537766456604,142.4,7.0
441,fishing,0.995511531829834,145.6,6.9
442,fishing,0.9986060261726379,148.5,6.7
443,fishing,0.9968081116676331,122.2,8.2
444,fishing,0.998830258846283,149.5,6.7
445,fishing,0.9983670115470886,153.9,6.5
446,fishing,0.9973094463348389,143.8,7.0
447,fishing,0.9997417330741882,155.3,6.4
448,fishing,0.9985332489013672,144.0,6.9
449,fishing,0.9986470341682434,152.7,6.6
450,fishing,0.9989787340164185,168.6,5.9
451,fishing,0.9986146688461304,147.4,6.8
452,fishing,0.9983142614364624,152.0,6.6
453,fishing,0.9952244758605957,118.2,8.5
454,fishing,0.992838442325592,139.2,7.2
455,fishing,0.9942623376846313,137.0,7.3
456,fishing,0.9994903802871704,125.2,8.0
457,fishing,0.9989675283432007,148.5,6.7
458,fishing,0.9969269633293152,154.3,6.5
459,fishing,0.9991679191589355,154.4,6.5
460,fishing,0.999893307685852,155.7,6.4
461,fishing,0.9988231062889099,162.5,6.2
462,fishing,0.9911290407180786,141.3,7.1
463,fishing,0.9996961355209351,158.3,6.3
464,fishing,0.9995321035385132,156.1,6.4
465,fishing,0.9991779923439026,147.4,6.8
466,fishing,0.9994070529937744,140.0,7.1
467,fishing,0.9989099502563477,150.9,6.6
468,fishing,0.9989221096038818,146.7,6.8
469,fishing,0.9988905787467957,133.1,7.5
470,fishing,0.9989538192749023,162.1,6.2
471,fishing,0.999225378036499,148.2,6.7
472,fishing,0.9996422529220581,170.9,5.9
473,fishing,0.9996331930160522,144.3,6.9
474,fishing,0.9993184804916382,149.1,6.7
475,fishing,0.9996411800384521,159.0,6.3
476,fishing,0.9995788931846619,154.7,6.5
477,fishing,0.9997441172599792,144.9,6.9
478,fishing,0.9894582033157349,146.9,6.8
479,fishing,0.9643555879592896,144.4,6.9
480,fishing,0.9796568751335144,149.1,6.7
481,fishing,0.9602974057197571,136.3,7.3
482,fishing,0.9627784490585327,121.0,8.3
483,fishing,0.936607837677002,138.8,7.2
484,fishing,0.8960015177726746,145.7,6.9
485,fishing,0.984611451625824,143.6,7.0
486,fishing,0.927300214767456,144.4,6.9
487,fishing,0.9637902975082397,146.3,6.8
488,fishing,0.9426206946372986,150.2,6.7
489,fishing,0.9702629446983337,148.5,6.7
490,fishing,0.9885103106498718,144.0,6.9
491,fishing,0.9837003350257874,144.4,6.9
492,fishing,0.9665377140045166,149.8,6.7
493,fishing,0.9503200650215149,148.0,6.8
494,fishing,0.9754955172538757,148.9,6.7
495,fishing,0.9908157587051392,143.4,7.0
496,fishing,0.9777727723121643,149.1,6.7
497,fishing,0.9553288817405701,142.5,7.0
498,fishing,0.9500277042388916,147.3,6.8
499,fishing,0.9862412214279175,146.7,6.8
500,fishing,0.9465237855911255,148.2,6.7
501,fishing,0.9616384506225586,152.0,6.6
502,fishing,0.9900475144386292,145.9,6.9
503,fishing,0.9555413722991943,150.0,6.7
504,fishing,0.8692160844802856,143.9,6.9
505,fishing,0.9275641441345215,150.5,6.6
506,fishing,0.9378566145896912,144.4,6.9
507,fishing,0.9823440313339233,150.1,6.7
508,fishing,0.979166567325592,143.0,7.0
509,fishing,0.9228560328483582,146.0,6.8
510,fishing,0.8932583332061768,145.5,6.9
511,fishing,0.9393271207809448,149.5,6.7
512,fishing,0.9480945467948914,143.7,7.0
513,fishing,0.898938000202179,131.4,7.6
514,fishing,0.8740630149841309,152.7,6.5
515,fishing,0.8937554359436035,151.2,6.6
516,fishing,0.8588973879814148,146.2,6.8
517,fishing,0.7122846841812134,148.1,6.8
518,fishing,0.8967081904411316,140.4,7.1
519,fishing,0.8389285802841187,148.5,6.7
520,fishing,0.9417517185211182,126.8,7.9
521,fishing,0.9625787138938904,150.7,6.6
522,fishing,0.8476709127426147,153.0,6.5
523,fishing,0.7653323411941528,130.0,7.7
524,fishing,0.92705899477005,150.7,6.6
525,fishing,0.9604896306991577,143.0,7.0
526,fishing,0.9577650427818298,135.7,7.4
527,fishing,0.9437516331672668,138.1,7.2
528,fishing,0.9947815537452698,150.2,6.7
529,fishing,0.9947901964187622,144.7,6.9
530,fishing,0.9799492955207825,145.7,6.9
531,fishing,0.9553754329681396,150.4,6.6
532,fishing,0.9381566047668457,150.8,6.6
533,fishing,0.7362362146377563,138.3,7.2
534,fishing,0.9434030652046204,148.9,6.7
535,fishing,0.9783025979995728,147.6,6.8
536,fishing,0.9080192446708679,146.4,6.8
537,fishing,0.9650542736053467,144.1,6.9
538,fishing,0.9795216917991638,147.8,6.8
539,fishing,0.9770717024803162,146.5,6.8
540,fishing,0.9942291975021362,134.0,7.5
541,fishing,0.9965934157371521,149.5,6.7
542,fishing,0.995594322681427,146.0,6.9
543,fishing,0.9953985810279846,144.5,6.9
544,fishing,0.9970742464065552,144.0,6.9
545,fishing,0.9953142404556274,145.1,6.9
546,fishing,0.9970942735671997,147.5,6.8
547,fishing,0.9874677658081055,136.4,7.3
548,fishing,0.9985161423683167,148.9,6.7
549,fishing,0.9985998272895813,153.5,6.5
550,fishing,0.9907435774803162,147.3,6.8
551,fishing,0.9908446669578552,152.9,6.5
552,fishing,0.9861745834350586,148.1,6.8
553,fishing,0.986750066280365,127.4,7.9
554,fishing,0.9958409667015076,137.1,7.3
555,fishing,0.9866043925285339,147.5,6.8
556,fishing,0.9817588329315186,144.0,6.9
557,fishing,0.9808086156845093,146.8,6.8
558,fishing,0.9933817386627197,149.8,6.7
559,fishing,0.993443489074707,152.0,6.6
560,fishing,0.9899749159812927,130.3,7.7
561,fishing,0.9941701889038086,152.2,6.6
562,fishing,0.994465172290802,145.3,6.9
563,fishing,0.998725950717926,147.2,6.8
564,fishing,0.9962856769561768,149.3,6.7
565,fishing,0.9980353713035583,144.7,6.9
566,fishing,0.9980031847953796,147.5,6.8
567,fishing,0.9973095655441284,146.2,6.8
568,fishing,0.9969876408576965,141.8,7.1
569,fishing,0.9981858134269714,147.5,6.8
570,fishing,0.999751627445221,145.0,6.9
571,fishing,0.9996572732925415,150.6,6.6
572,fishing,0.9997572302818298,149.3,6.7
573,fishing,0.9995922446250916,148.4,6.7
574,fishing,0.9997087121009827,147.0,6.8
575,fishing,0.9996594190597534,149.3,6.7
576,fishing,0.999847412109375,145.1,6.9
577,fishing,0.9997044205665588,146.0,6.8
578,fishing,0.9996163845062256,151.8,6.6
579,fishing,0.9995860457420349,153.9,6.5
580,fishing,0.9995424747467041,150.7,6.6
581,fishing,0.9991670846939087,144.6,6.9
582,fishing,0.9993478655815125,147.1,6.8
583,fishing,0.999458372592926,144.7,6.9
584,fishing,0.9989721775054932,153.6,6.5
585,fishing,0.9989030361175537,143.7,7.0
586,fishing,0.9988141059875488,144.7,6.9
587,fishing,0.9994183778762817,147.2,6.8
588,fishing,0.9985495209693909,151.8,6.6
589,fishing,0.9966795444488525,147.8,6.8
590,fishing,0.9985199570655823,147.5,6.8
